CODIGO;DENOMINACION_GENERICA_ES;DENOMINACION_GENERICA_VAL;DENOMINACION_ESPECIFICA;DENOMINACION;REGIMEN;TIPO_VIA;DIRECCION;NUMERO;CODIGO_POSTAL;LOCALIDAD;PROVINCIA;TELEFONO;FAX;COD_EDIFICACION;LONGITUD;LATITUD;TITULARIDAD;CIF;COMARCA
03006396;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;JORGE JUAN;CEIP JORGE JUAN;PÚB.;CL;CALVARIO;39;3670;MONFORTE DEL CID;ALACANT;966908205;966908206; 1,0;-0.726793;38.379488;GENERALITAT VALENCIANA;Q5355476B;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03006441;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MARE DE DÉU DEL REMEI;EI 1ER CICLE MARE DE DÉU DEL REMEI;PÚB.;CL;LOPE DE VEGA;21;3640;MONÒVER;ALACANT;966957465;966957466; 1,0;-0.834257;38.435859;GENERALITAT VALENCIANA;Q5355329C;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03006487;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;AZORÍN;CEIP AZORÍN;PÚB.;AV;DE LA ENSEÑANZA;2;3640;MONÒVER;ALACANT;966957365;966957366; 1,0;-0.850496;38.438649;GENERALITAT VALENCIANA;Q0368005E;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03006499;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CERVANTES;CEIP CERVANTES;PÚB.;CL;SATURNINO CERDÀ;8;3640;MONÒVER;ALACANT;966957335;966957336; 1,0;-0.836924;38.434724;GENERALITAT VALENCIANA;Q5355474G;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03006529;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;DIVINA PASTORA;CENTRE PRIVAT DIVINA PASTORA;PRIV. CONC.;AV;NOVELDA;S/N;3640;MONÒVER;ALACANT;966960316;965471638; 1,0;-0.837213;38.430456;;;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03006530;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;EL SALVADOR;CEIP EL SALVADOR;PÚB.;CL;LAZARILLO DE TORMES;11;3110;MUTXAMEL;ALACANT;965937120;965937121; 1,0;-0.449352;38.411697;GENERALITAT VALENCIANA;Q5355465E;L'ALACANTÍ
03006542;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MANUEL ANTÓN;CEIP MANUEL ANTÓN;PÚB.;CL;LAZARILLO DE TORMES;S/N;3110;MUTXAMEL;ALACANT;965937125;965937126; 1,0;-0.448941;38.411277;GENERALITAT VALENCIANA;Q5355466C;L'ALACANTÍ
03006566;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CASTELL DEL POP;CEIP CASTELL DEL POP;PÚB.;PD;GARROFERAL;S/N;3792;MURLA;ALACANT;966409940;966409941; 1,0;-0.080458;38.760132;GENERALITAT VALENCIANA;Q5355469G;LA MARINA ALTA
03006621;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;EL BRACAL;CEIP EL BRACAL;PÚB.;CR;DE CELA;9;3830;MURO DE ALCOY;ALACANT;966527535;966527536; 1,0;-0.442572;38.779723;GENERALITAT VALENCIANA;Q5355064F;EL COMTAT
03006670;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;JORGE JUAN;CEIP JORGE JUAN;PÚB.;CL;SALVADOR DE MADARIAGA;14;3660;NOVELDA;ALACANT;966908175;966908176; 1,0;-0.766417;38.380521;GENERALITAT VALENCIANA;Q5355458J;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03006694;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ALFONSO X EL SABIO;CEIP ALFONSO X EL SABIO;PÚB.;CL;ALFONSO X EL SABIO;19;3660;NOVELDA;ALACANT;966908180;966908181; 1,0;-0.772616;38.381153;GENERALITAT VALENCIANA;Q5355464H;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03006700;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;GÓMEZ NAVARRO;CEIP GÓMEZ NAVARRO;PÚB.;CL;ELIAS ABAD;2;3660;NOVELDA;ALACANT;966908185;966908186; 1,0;-0.763947;38.388184;GENERALITAT VALENCIANA;Q5355460F;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03006724;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;ORATORIO FESTIVO;CENTRE PRIVAT ORATORIO FESTIVO;PRIV. CONC.;CL;MARÍA AUXILIADORA;9;3660;NOVELDA;ALACANT;965604406;965624661; 1,0;-0.763625;38.383853;;;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03006736;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;PADRE DEHÓN;CENTRE PRIVAT PADRE DEHÓN;PRIV. CONC.;CL;SANTA INÉS;1;3660;NOVELDA;ALACANT;965600350;965600887; 1,0;-0.769601;38.385712;;;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03006748;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAN JOSÉ DE CLUNY;CENTRE PRIVAT SAN JOSÉ DE CLUNY;PRIV. CONC.;CL;MOSÉN ESTEBAN;12;3660;NOVELDA;ALACANT;965600466;965600466; 1,0;-0.764183;38.387907;;;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03006751;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SANTA MARÍA MAGDALENA;CENTRE PRIVAT SANTA MARÍA MAGDALENA;PRIV. CONC.;CL;SIRERA Y DARA;17;3660;NOVELDA;ALACANT;965600995;965624728; 1,0;-0.764206;38.386615;;;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03006761;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;LA MOLA;IES LA MOLA;PÚB.;CL;PÉREZ GALDÓS;1;3660;NOVELDA;ALACANT;966908115;966908116; 1,0;-0.757652;38.386071;GENERALITAT VALENCIANA;Q5355459H;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03006785;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN RAFAEL;CEIP SAN RAFAEL;PÚB.;CL;ERMITA;100;3530;LA NUCIA;ALACANT;966870845;966870846; 1,0;-0.128055;38.611006;GENERALITAT VALENCIANA;Q5355359J;LA MARINA BAIXA
03006839;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SANCHIS GUARNER;CEIP SANCHIS GUARNER;PÚB.;CL;LEPANTO;2;3760;ONDARA;ALACANT;966428835;966428836; 1,0;0.022168;38.827449;GENERALITAT VALENCIANA;Q5355130E;LA MARINA ALTA
03006840;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN JAIME;CEIP SAN JAIME;PÚB.;CL;JACINTA BOIX;S/N;3430;ONIL;ALACANT;966527540;966527541; 1,0;-0.670917;38.626963;GENERALITAT VALENCIANA;Q5355490C;L'ALCOIÀ
03006852;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;COMARCAL HISPANIDAD;CEIP COMARCAL HISPANIDAD;PÚB.;AV;DEL PORT;26;3790;ORBA;ALACANT;966409925;966409926; 1,0;-0.061852;38.77529;GENERALITAT VALENCIANA;Q5355044H;LA MARINA ALTA
03006888;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;NUESTRA SEÑORA DE BELÉN;CEIP NUESTRA SEÑORA DE BELÉN;PÚB.;CL;COMERCIO;S/N;3311;ORIHUELA - LA APARECIDA;ALACANT;966904285;966904286; 1,0;-1.007687;38.077732;GENERALITAT VALENCIANA;Q5355273C;EL BAIX SEGURA/ LA VEGA BAJA
03006906;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;FRANCISCO GIRONA;CEIP FRANCISCO GIRONA;PÚB.;CL;FRANCISCO GIRONA;S/N;3312;ORIHUELA - ARNEVA;ALACANT;966904235;966904236; 1,0;-0.941939;38.054934;GENERALITAT VALENCIANA;Q5355275H;EL BAIX SEGURA/ LA VEGA BAJA
03006943;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;RINCÓN DE BONANZA;CEIP RINCÓN DE BONANZA;PÚB.;CL;LA HUERTA;S/N;3311;ORIHUELA - RAIGUERO DE BONANZA;ALACANT;966904760;966904761; 1,0;-0.973336;38.087246;GENERALITAT VALENCIANA;Q5355267E;EL BAIX SEGURA/ LA VEGA BAJA
03006955;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;NUESTRA SEÑORA DEL PILAR;CEIP NUESTRA SEÑORA DEL PILAR;PÚB.;CL;VEGA BAJA;S/N;3325;ORIHUELA - LA CAMPANETA;ALACANT;966748335;966748336; 1,0;-0.894239;38.087777;GENERALITAT VALENCIANA;Q5355272E;EL BAIX SEGURA/ LA VEGA BAJA
03007017;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VIRGEN DE LOS DESAMPARADOS;CEIP VIRGEN DE LOS DESAMPARADOS;PÚB.;CL;EL MANSEGAL;S/N;3312;ORIHUELA - LOS DESAMPARADOS;ALACANT;966904150;966904151; 1,0;-0.978298;38.064075;GENERALITAT VALENCIANA;Q5355097F;EL BAIX SEGURA/ LA VEGA BAJA
03007042;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MANUEL RIQUELME;CEIP MANUEL RIQUELME;PÚB.;CR;DE BIGASTRO;4;3313;ORIHUELA - HURCHILLO;ALACANT;966904280;966904281; 1,0;-0.92091;38.059598;GENERALITAT VALENCIANA;Q5355274A;EL BAIX SEGURA/ LA VEGA BAJA
03007108;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;NUESTRA SEÑORA DE MONSERRATE;CEIP NUESTRA SEÑORA DE MONSERRATE;PÚB.;CL;PORTUGAL;8;3310;ORIHUELA - MOLINS;ALACANT;966748375;966748376; 1,0;-0.907737;38.083078;GENERALITAT VALENCIANA;Q5355065C;EL BAIX SEGURA/ LA VEGA BAJA
03007157;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MAESTRO ISMAEL GARCÍA;CEIP MAESTRO ISMAEL GARCÍA;PÚB.;AV;DE LA LIBERTAD;S/N;3315;ORIHUELA - LA MURADA;ALACANT;966904290;966904291; 1,0;-0.959909;38.172724;GENERALITAT VALENCIANA;Q5355270I;EL BAIX SEGURA/ LA VEGA BAJA
03007194;ESCUELA DE ARTE Y SUPERIOR DE DISEÑO;ESCOLA D'ART I SUPERIOR DE DISSENY;;ESCUELA DE ARTE Y SUPERIOR DE DISEÑO DE ORIHUELA;PÚB.;AV;DEL DOCTOR GARCÍA ROGEL;S/N;3300;ORIHUELA;ALACANT;966748300;966748301; 1,0;-0.936454;38.097382;GENERALITAT VALENCIANA;Q5355280H;EL BAIX SEGURA/ LA VEGA BAJA
03007200;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;FERNANDO DE LOACES;CEIP FERNANDO DE LOACES;PÚB.;AV;DEL DOCTOR GARCÍA ROGEL;S/N;3300;ORIHUELA;ALACANT;966904240;966904241; 1,0;-0.939025;38.092721;GENERALITAT VALENCIANA;Q5355113A;EL BAIX SEGURA/ LA VEGA BAJA
03007212;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VILLAR PALASÍ;CEIP VILLAR PALASÍ;PÚB.;AV;DEL DOCTOR GARCÍA ROGEL;S/N;3300;ORIHUELA;ALACANT;966904170;966904171; 1,0;-0.938812;38.092768;GENERALITAT VALENCIANA;Q9655158E;EL BAIX SEGURA/ LA VEGA BAJA
03007224;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;NUESTRA SEÑORA DEL CARMEN;CENTRO PRIVADO NUESTRA SEÑORA DEL CARMEN;PRIV. CONC.;CL;DUQUE DE TAMAMES;16;3300;ORIHUELA;ALACANT;965300381;; 1,0;-0.946255;38.081338;;;EL BAIX SEGURA/ LA VEGA BAJA
03007248;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ANDRÉS MANJÓN;CEIP ANDRÉS MANJÓN;PÚB.;AV;DE TEODOMIRO;6;3300;ORIHUELA;ALACANT;966904245;966904246; 1,0;-0.945748;38.082761;GENERALITAT VALENCIANA;Q5355283B;EL BAIX SEGURA/ LA VEGA BAJA
03007251;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VIRGEN DE LA PUERTA;CEIP VIRGEN DE LA PUERTA;PÚB.;CL;SANTIAGO;12;3300;ORIHUELA;ALACANT;966904250;966904251; 1,0;-0.950824;38.088702;GENERALITAT VALENCIANA;Q5355276F;EL BAIX SEGURA/ LA VEGA BAJA
03007315;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA;JESÚS MARÍA (S.ISIDRO);CENTRO PRIVADO JESÚS MARÍA (S.ISIDRO);PRIV. CONC.;CL;PREVISIÓN;36;3300;ORIHUELA;ALACANT;965300747;966744987; 1,0;-0.950769;38.094207;;;EL BAIX SEGURA/ LA VEGA BAJA
03007327;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;JESÚS MARÍA;CENTRO PRIVADO JESÚS MARÍA;PRIV. CONC.;CL;SAN AGUSTÍN;32;3300;ORIHUELA;ALACANT;965300440;966742478; 1,0;-0.947721;38.082943;;;EL BAIX SEGURA/ LA VEGA BAJA
03007339;CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA;SAN JOSÉ OBRERO;CENTRO PRIVADO SAN JOSÉ OBRERO;PRIV. CONC.;CL;PUERTAS DE MURCIA;78;3311;ORIHUELA - RAIGUERO DE BONANZA;ALACANT;965300404;965301024; 1,0;-0.970876;38.094866;;;EL BAIX SEGURA/ LA VEGA BAJA
03007352;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;ORATORIO FESTIVO;CENTRO PRIVADO ORATORIO FESTIVO;PRIV. CONC.;CL;SUBIDA SAN MIGUEL;S/N;3300;ORIHUELA;ALACANT;965300306;966736722; 1,0;-0.947785;38.085941;;;EL BAIX SEGURA/ LA VEGA BAJA
03007388;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;DIOCESANO SANTO DOMINGO;CENTRO PRIVADO DIOCESANO SANTO DOMINGO;PRIV. CONC.;CL;ADOLFO CLAVARANA;51;3300;ORIHUELA;ALACANT;965300240;966742071; 1,0;-0.941344;38.089361;;;EL BAIX SEGURA/ LA VEGA BAJA
03007406;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;GABRIEL MIRÓ;IES GABRIEL MIRÓ;PÚB.;CL;CATEDRÁTICO JOSÉ GUILLÉN;1;3300;ORIHUELA;ALACANT;966904715;966904716; 1,0;-0.938237;38.091387;GENERALITAT VALENCIANA;Q5355278B;EL BAIX SEGURA/ LA VEGA BAJA
03007418;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;EL PALMERAL;IES EL PALMERAL;PÚB.;AV;DEL DOCTOR GARCÍA ROGEL;28;3300;ORIHUELA;ALACANT;966904720;966904721; 1,0;-0.938218;38.093431;GENERALITAT VALENCIANA;Q5355584C;EL BAIX SEGURA/ LA VEGA BAJA
03007421;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;OLEZA;CENTRO PRIVADO OLEZA;PRIV. CONC.;CL;JOSÉ ÁVILA;7;3300;ORIHUELA;ALACANT;965300724;966737057; 1,0;-0.940761;38.081093;;;EL BAIX SEGURA/ LA VEGA BAJA
03007431;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA;SEMINARIO DIOCESANO SAN MIGUEL;CENTRO PRIVADO SEMINARIO DIOCESANO SAN MIGUEL;PRIV.;EX;SAN MIGUEL;S/N;3300;ORIHUELA;ALACANT;965300140;966736881; 1,0;-0.947745;38.087697;;;EL BAIX SEGURA/ LA VEGA BAJA
03007479;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VIRGEN DEL PILAR;CEIP VIRGEN DEL PILAR;PÚB.;CL;GABRIEL MIRÓ;5;3190;PILAR DE LA HORADADA;ALACANT;966904255;966904256; 1,0;-0.792901;37.86669;GENERALITAT VALENCIANA;Q5355248E;EL BAIX SEGURA/ LA VEGA BAJA
03007509;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN BARTOLOMÉ;CEIP SAN BARTOLOMÉ;PÚB.;CL;MIGUEL DELIBES;S/N;3314;ORIHUELA - SAN BARTOLOME;ALACANT;966904260;966904261; 1,0;-0.863931;38.094773;GENERALITAT VALENCIANA;Q5355266G;EL BAIX SEGURA/ LA VEGA BAJA
03007510;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VIRGEN DE MONSERRATE;CEIP VIRGEN DE MONSERRATE;PÚB.;BO;LAS CAPITAS;S/N;3313;ORIHUELA - TORREMENDO;ALACANT;966904295;966904296; 1,0;-0.86862;37.997126;GENERALITAT VALENCIANA;Q5355265I;EL BAIX SEGURA/ LA VEGA BAJA
03007546;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;EL CARRASCAL;CEIP EL CARRASCAL;PÚB.;CL;CALVARIO;8;3792;PARCENT;ALACANT;966409945;966409946; 1,0;-0.066519;38.745984;GENERALITAT VALENCIANA;Q5355264B;LA MARINA ALTA
03007561;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;COMARCAL L'ALFÀS;CEIP COMARCAL L'ALFÀS;PÚB.;CL;BLASCO IBÁÑEZ;S/N;3750;PEDREGUER;ALACANT;966428840;966428841; 1,0;0.028195;38.797034;GENERALITAT VALENCIANA;Q5355005I;LA MARINA ALTA
03007601;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SANT ANTONI;CENTRE PRIVAT SANT ANTONI;PRIV. CONC.;AV;JAIME I;88;3780;PEGO;ALACANT;965570738;965570738; 1,0;-0.115348;38.836557;;;LA MARINA ALTA
03007613;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;ENRIC VALOR;IES ENRIC VALOR;PÚB.;CL;DUANES;17;3780;PEGO;ALACANT;966409960;966409961; 1,0;-0.111958;38.844788;GENERALITAT VALENCIANA;Q5355260J;LA MARINA ALTA
03007674;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;VIRGEN DEL REMEDIO;EI 1ER CICLE VIRGEN DEL REMEDIO;PÚB.;AV;FELIPE V;3;3610;PETRER;ALACANT;966957470;966957471; 1,0;-0.778506;38.485996;GENERALITAT VALENCIANA;Q5355326I;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03007698;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;9 D'OCTUBRE;CEIP 9 D'OCTUBRE;PÚB.;AV;BASSA PERICO;11;3610;PETRER;ALACANT;966957340;966957341; 1,0;-0.773219;38.478051;GENERALITAT VALENCIANA;Q5355255J;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03007704;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;REYES CATÓLICOS;CEIP REYES CATÓLICOS;PÚB.;CL;VILLAFRANQUEZA;S/N;3610;PETRER;ALACANT;966957370;966957371; 1,0;-0.781753;38.485668;GENERALITAT VALENCIANA;Q5355252G;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03007741;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SANTO DOMINGO SAVIO;CENTRE PRIVAT SANTO DOMINGO SAVIO;PRIV. CONC.;AV;REINA SOFÍA;S/N;3610;PETRER;ALACANT;965370895;965370895; 1,0;-0.78195;38.478488;;;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03007765;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN ANTÓN;CEIP SAN ANTÓN;PÚB.;CL;GLORIETA DE SAN ANTONIO;S/N;3650;EL PINÓS;ALACANT;966957375;966957376; 1,0;-1.042607;38.399502;GENERALITAT VALENCIANA;Q5355006G;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03007789;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;JOSÉ MARHUENDA PRATS;IES MARHUENDA PRATS;PÚB.;CL;PRÍNCIPE DE ASTURIAS;18;3650;EL PINÓS;ALACANT;966957285;966957286; 1,0;-1.03898;38.400066;GENERALITAT VALENCIANA;Q5355322H;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03007790;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SANTA CATALINA;CEIP SANTA CATALINA;PÚB.;CL;SANCHIS GUARNER;S/N;3650;EL PINÓS;ALACANT;966957380;966957381; 1,0;-1.039212;38.407215;GENERALITAT VALENCIANA;Q0368006C;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
03007881;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SANT ROC;CEIP SANT ROC;PÚB.;CL;PARTIDA TEROL;S/N;3520;POLOP;ALACANT;966870925;966870926; 1,0;-0.13584;38.612562;GENERALITAT VALENCIANA;Q5355323F;LA MARINA BAIXA
03007893;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;TRINITARIO SEVA;CEIP TRINITARIO SEVA;PÚB.;AV;RAFAEL ALBERTI;30;3369;RAFAL;ALACANT;966904265;966904266; 1,0;-0.84915;38.101658;GENERALITAT VALENCIANA;Q5355320B;EL BAIX SEGURA/ LA VEGA BAJA
03007947;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAGRADOS CORAZONES;CEIP SAGRADOS CORAZONES;PÚB.;CL;JUAN XXIII;S/N;3370;REDOVÁN;ALACANT;966904270;966904271; 1,0;-0.908121;38.113448;GENERALITAT VALENCIANA;Q5355046C;EL BAIX SEGURA/ LA VEGA BAJA
03008009;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;POETA MIGUEL HERNÁNDEZ;CEIP POETA MIGUEL HERNÁNDEZ;PÚB.;CL;AITANA;2;3170;ROJALES;ALACANT;966926700;966926701; 1,0;-0.722032;38.084193;GENERALITAT VALENCIANA;Q5355314E;EL BAIX SEGURA/ LA VEGA BAJA
03008058;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA ROMANA;CEIP LA ROMANA;PÚB.;CL;JORGE JUAN;48;3669;LA ROMANA;ALACANT;966908190;966908191; 1,0;-0.898787;38.365071;GENERALITAT VALENCIANA;Q5355019J;EL VINALOPÓ MITJÀ/ EL VINALOPÓ MEDIO
